role,id,season,end_n,end_rate,end_success
batter,22607,2020,367,0.547684,1
batter,22607,2021,1975,0.552911,1
batter,22607,2022,3738,0.543874,1
batter,22607,2023,4145,0.543305,1
batter,22607,2024,4800,0.536875,1
batter,22607,2025,4947,0.535678,0
batter,22610,2020,418,0.57177,1
batter,22610,2021,2651,0.541305,0
batter,22610,2022,4992,0.531651,1
batter,22610,2023,7424,0.519262,1
batter,22610,2024,8398,0.515123,1
batter,22610,2025,10042,0.505975,1
batter,22611,2020,30,0.5,1
batter,22612,2020,1284,0.542056,0
batter,22612,2021,2154,0.541318,1
batter,22612,2022,2239,0.548459,1
batter,22612,2024,3028,0.536658,1
batter,22612,2025,4682,0.518368,1
batter,22613,2020,850,0.682353,1
batter,22621,2024,2,1.0,1
batter,22626,2020,785,0.566879,0
batter,22626,2021,1003,0.562313,1
batter,22626,2022,1559,0.582425,0
batter,22626,2023,2221,0.578568,1
batter,22626,2024,2427,0.571899,0
batter,22628,2021,378,0.574074,0
batter,22628,2022,691,0.53835,1
batter,22628,2023,955,0.519372,1
batter,22628,2024,1867,0.520621,1
batter,22628,2025,1882,0.521254,0
batter,22629,2020,106,0.783019,1
batter,22629,2021,129,0.72093,1
batter,22632,2020,1719,0.554974,0
batter,22632,2021,3645,0.541564,0
batter,22632,2022,4409,0.543888,1
batter,22632,2023,5616,0.537927,1
batter,22632,2024,7257,0.52942,1
batter,22632,2025,9575,0.520627,0
batter,22660,2020,2379,0.546868,0
batter,22660,2021,4609,0.539379,0
batter,22660,2022,6913,0.522928,0
batter,22660,2023,9471,0.506494,1
batter,22660,2024,11654,0.512528,1
batter,22660,2025,13927,0.515402,1
batter,22664,2020,30,0.7,0
batter,22664,2021,548,0.583942,0
batter,22664,2022,1637,0.527184,1
batter,22664,2023,2601,0.532488,0
batter,22664,2024,3535,0.525601,0
batter,22664,2025,3647,0.524541,1
batter,22671,2020,2343,0.568502,1
batter,22671,2021,4649,0.538395,1
batter,22674,2020,164,0.634146,0
batter,22674,2021,472,0.582627,1
batter,22674,2022,565,0.59469,0
batter,22674,2023,2395,0.511065,0
batter,22674,2024,3495,0.502146,1
batter,22679,2020,63,0.68254,1
batter,22679,2021,145,0.57931,0
batter,22679,2022,164,0.567073,0
batter,22679,2023,360,0.636111,0
batter,22682,2020,601,0.562396,1
batter,22682,2021,1074,0.567039,0
batter,22682,2022,1684,0.552257,1
batter,22683,2020,185,0.654054,1
batter,22684,2020,177,0.59322,0
batter,22690,2020,1845,0.565312,1
batter,22690,2021,2226,0.561545,1
batter,22690,2022,3411,0.555262,0
batter,22690,2023,5045,0.538553,0
batter,22690,2024,6153,0.528035,0
batter,22690,2025,7166,0.523025,1
batter,22693,2020,48,0.770833,1
batter,22693,2021,618,0.490291,0
batter,22693,2022,2793,0.500179,1
batter,22693,2023,4516,0.498229,0
batter,22693,2024,6840,0.497076,1
batter,22693,2025,9245,0.493997,1
batter,22695,2020,545,0.658716,1
batter,22695,2021,1293,0.596288,0
batter,22695,2022,1641,0.590494,1
batter,22695,2023,2434,0.551767,0
batter,22695,2024,2968,0.53841,0
batter,22695,2025,3092,0.535899,0
batter,22696,2020,1005,0.686567,1
batter,22696,2021,1629,0.655003,1
batter,22697,2022,138,0.695652,1
batter,22697,2023,1088,0.693015,1
batter,22697,2024,1932,0.598861,1
batter,22697,2025,2639,0.569913,1
batter,22709,2020,423,0.583924,0
batter,22709,2021,505,0.586139,0
batter,22709,2022,1306,0.545942,1
batter,22709,2023,2128,0.530075,0
batter,22709,2024,2205,0.526531,1
batter,22716,2020,4,1.0,1
batter,22716,2021,18,0.666667,0
batter,22716,2022,344,0.549419,0
batter,22716,2023,791,0.554994,0
batter,22716,2024,930,0.544086,1
batter,22716,2025,1041,0.534102,0
batter,22719,2020,1572,0.53117,1
batter,22719,2021,1737,0.533679,0
batter,22719,2022,1798,0.541713,1
batter,22719,2024,2644,0.528744,0
batter,22719,2025,3013,0.522071,1
batter,22720,2022,5,1.0,1
batter,22725,2020,1673,0.594142,1
batter,22725,2021,3874,0.551368,0
batter,22725,2022,5789,0.542581,0
batter,22725,2023,7732,0.536472,0
batter,22725,2024,7780,0.53599,1
batter,22725,2025,8647,0.529432,1
batter,22727,2020,1877,0.549281,1
batter,22727,2021,2828,0.548091,1
batter,22727,2022,3592,0.538697,1
batter,22727,2023,5190,0.523699,1
batter,22727,2024,6818,0.5176,0
batter,22727,2025,8254,0.512115,0
batter,22728,2020,228,0.513158,1
batter,22728,2021,425,0.522353,1
batter,22728,2022,691,0.522431,0
batter,22728,2023,961,0.498439,1
batter,22728,2024,1104,0.491848,0
batter,22728,2025,1194,0.491625,0
batter,22732,2020,324,0.555556,0
batter,22732,2021,936,0.517094,1
batter,22732,2022,1369,0.536888,1
batter,22732,2023,1607,0.530803,1
batter,22732,2024,2902,0.512405,1
batter,22732,2025,4545,0.506051,0
batter,22733,2020,146,0.554795,0
batter,22735,2022,5,0.6,0
batter,22736,2020,1275,0.567059,1
batter,22736,2022,2310,0.527273,0
batter,22736,2023,4457,0.514696,1
batter,22736,2024,6061,0.506352,1
batter,22736,2025,8396,0.502501,0
batter,22737,2020,675,0.69037,1
batter,22739,2020,927,0.573894,1
batter,22739,2021,1772,0.538939,0
batter,22739,2022,2554,0.529366,1
batter,22739,2023,3857,0.520093,1
batter,22739,2024,4734,0.513308,0
batter,22739,2025,5518,0.511598,1
batter,22743,2020,3,0.333333,0
batter,22745,2020,137,0.554745,1
batter,22745,2021,250,0.568,1
batter,22745,2022,297,0.585859,1
batter,22748,2020,269,0.516729,0
batter,22748,2021,361,0.520776,0
batter,22748,2022,598,0.550167,0
batter,22748,2023,821,0.566382,0
batter,22748,2024,1022,0.539139,0
batter,22749,2020,104,0.730769,1
batter,22749,2021,789,0.556401,1
batter,22749,2022,1417,0.550459,1
batter,22749,2023,1753,0.536224,0
batter,22749,2024,2183,0.537792,0
batter,22749,2025,2487,0.526739,1
batter,22756,2020,855,0.545029,1
batter,22756,2021,1533,0.544684,1
batter,22756,2022,3121,0.524511,0
batter,22756,2023,3785,0.523382,1
batter,22756,2024,4593,0.523187,1
batter,22756,2025,4687,0.522936,0
batter,22758,2020,98,0.683673,1
batter,22758,2022,110,0.663636,1
batter,22760,2021,8,0.875,1
batter,22762,2020,145,0.586207,1
batter,22763,2020,460,0.573913,1
batter,22763,2021,715,0.572028,1
batter,22763,2022,814,0.581081,1
batter,22766,2021,248,0.625,0
batter,22766,2022,458,0.644105,1
batter,22766,2023,562,0.656584,1
batter,22767,2021,194,0.530928,1
batter,22768,2020,1789,0.522638,1
batter,22768,2021,3109,0.535542,1
batter,22768,2022,3793,0.529396,1
batter,22768,2023,5208,0.528034,1
batter,22768,2024,5663,0.527812,0
batter,22771,2021,961,0.544225,1
batter,22771,2022,1855,0.601078,0
batter,22771,2023,2083,0.588094,1
batter,22771,2024,2520,0.575397,0
batter,22771,2025,2639,0.573702,1
batter,22773,2020,442,0.753394,1
batter,22773,2021,678,0.705015,0
batter,22774,2020,489,0.703476,1
batter,22775,2020,320,0.546875,1
batter,22775,2021,1863,0.542673,0
batter,22775,2022,2191,0.553628,0
batter,22777,2021,58,0.637931,1
batter,22777,2022,432,0.599537,1
batter,22777,2023,551,0.595281,1
batter,22777,2024,637,0.591837,1
batter,22777,2025,748,0.593583,0
batter,22779,2020,314,0.573248,1
batter,22779,2021,2774,0.502884,0
batter,22779,2022,5187,0.513399,0
batter,22779,2023,7558,0.509659,0
batter,22779,2024,9038,0.505753,1
batter,22779,2025,10946,0.501736,0
batter,22781,2020,12,0.75,0
batter,22781,2021,575,0.526957,1
batter,22781,2022,1334,0.544228,0
batter,22800,2020,790,0.691139,1
batter,22800,2021,1135,0.671366,1
batter,22807,2022,965,0.731606,1
batter,22807,2023,2205,0.701134,1
batter,22807,2024,2241,0.695225,1
batter,22807,2025,2417,0.683906,0
batter,22808,2020,1104,0.689312,1
batter,22808,2021,2057,0.626641,1
batter,22808,2022,3147,0.646965,1
batter,22808,2023,3848,0.654366,1
batter,22808,2024,4158,0.63925,1
batter,22808,2025,4471,0.630508,0
batter,22809,2022,373,0.683646,1
batter,22809,2023,836,0.679426,0
batter,22809,2024,1365,0.608059,0
batter,22809,2025,2425,0.554227,1
batter,22811,2020,664,0.698795,1
batter,22811,2021,1488,0.601478,1
batter,22811,2022,2580,0.656589,1
batter,22811,2023,3427,0.667931,1
batter,22813,2020,9,0.555556,1
batter,22813,2021,506,0.545455,0
batter,22813,2022,855,0.603509,1
batter,22816,2020,1149,0.64926,1
batter,22816,2021,3369,0.519145,1
batter,22816,2022,6127,0.502856,1
batter,22816,2023,8344,0.495446,1
batter,22816,2024,11014,0.501997,1
batter,22816,2025,13663,0.503257,0
batter,22817,2020,81,0.518519,1
batter,22817,2021,406,0.571429,1
batter,22817,2022,816,0.629902,0
batter,22817,2023,1024,0.641602,0
batter,22819,2021,335,0.525373,0
batter,22819,2022,967,0.595657,1
batter,22819,2023,1877,0.630261,1
batter,22819,2024,2806,0.577334,1
batter,22819,2025,3783,0.550886,0
batter,22822,2020,153,0.581699,0
batter,22822,2021,614,0.545603,1
batter,22822,2022,711,0.566807,1
batter,22830,2020,102,0.666667,1
batter,22830,2021,360,0.611111,1
batter,22830,2022,443,0.634312,1
batter,22830,2023,611,0.610475,1
batter,22830,2024,756,0.593915,1
batter,22830,2025,906,0.581678,1
batter,22831,2020,417,0.496403,1
batter,22831,2021,854,0.514052,1
batter,22831,2022,1529,0.601046,0
batter,22831,2023,2635,0.639469,1
batter,22831,2024,3918,0.614599,1
batter,22831,2025,5687,0.593283,1
batter,22839,2020,94,0.765957,1
batter,22839,2021,255,0.623529,1
batter,22839,2022,682,0.539589,0
batter,22839,2023,1210,0.519008,0
batter,22839,2024,2161,0.514577,1
batter,22839,2025,3550,0.498592,0
batter,22841,2020,62,0.596774,1
batter,22841,2021,333,0.585586,1
batter,22841,2022,814,0.52457,1
batter,22841,2023,855,0.532164,1
batter,22847,2020,27,0.62963,1
batter,22852,2020,151,0.589404,1
batter,22852,2021,259,0.617761,1
batter,22852,2022,477,0.651992,1
batter,22853,2020,120,0.708333,1
batter,22853,2021,1074,0.553073,0
batter,22853,2022,2251,0.537095,1
batter,22853,2023,2766,0.529646,1
batter,22853,2024,3266,0.520514,1
batter,22853,2025,3572,0.516517,0
batter,22857,2020,41,0.585366,1
batter,22872,2020,118,0.652542,1
batter,22872,2021,369,0.585366,1
batter,22872,2022,1415,0.546996,1
batter,22882,2020,145,0.675862,1
batter,22882,2021,420,0.647619,0
batter,22882,2022,556,0.604317,1
batter,22882,2023,1362,0.578561,0
batter,22882,2024,2375,0.543579,1
batter,22882,2025,2733,0.528357,0
batter,22886,2020,226,0.615044,1
batter,22886,2021,653,0.57121,1
batter,22886,2024,803,0.569116,0
batter,22893,2021,80,0.6,0
batter,22893,2022,192,0.583333,0
batter,22893,2023,382,0.589005,0
batter,22893,2024,407,0.579853,0
batter,22893,2025,455,0.578022,1
batter,22900,2021,220,0.495455,1
batter,22900,2022,378,0.534392,1
batter,22901,2021,23,0.521739,0
batter,22901,2022,44,0.613636,1
batter,22902,2020,205,0.62439,1
batter,22921,2020,19,0.736842,1
batter,22924,2020,20,0.8,1
batter,22928,2021,723,0.544952,1
batter,22928,2022,904,0.526549,0
batter,22928,2023,1076,0.513011,1
batter,22928,2024,1827,0.50301,0
batter,22928,2025,1890,0.502646,0
batter,22934,2020,722,0.594183,1
batter,22934,2023,804,0.610697,1
batter,22943,2020,275,0.498182,1
batter,22943,2023,352,0.548295,1
batter,22943,2024,789,0.52725,1
batter,22943,2025,1006,0.512922,1
batter,22950,2020,149,0.630872,1
batter,22950,2021,271,0.594096,0
batter,22950,2022,528,0.539773,0
batter,22950,2023,1608,0.531716,1
batter,22950,2024,3447,0.51349,0
batter,22950,2025,3949,0.503925,1
batter,22956,2020,1025,0.58439,0
batter,22956,2021,2555,0.548337,1
batter,22956,2022,5107,0.52477,1
batter,22956,2023,5190,0.527938,1
batter,22956,2024,6431,0.523869,0
batter,22956,2025,8467,0.511043,0
batter,22959,2021,111,0.513514,0
batter,22959,2022,408,0.578431,0
batter,22959,2023,428,0.593458,1
batter,22963,2020,337,0.590504,1
batter,22963,2022,397,0.61461,1
batter,22963,2023,2148,0.528864,1
batter,22963,2024,3704,0.526998,0
batter,22963,2025,4362,0.522696,0
batter,22969,2020,66,0.69697,1
batter,22969,2021,275,0.574545,0
batter,22969,2022,344,0.619186,1
batter,22969,2023,941,0.565356,0
batter,22969,2024,1545,0.541748,1
batter,22969,2025,1832,0.531114,1
batter,22970,2021,65,0.569231,0
batter,22970,2022,95,0.610526,1
batter,22985,2021,188,0.558511,1
batter,22985,2022,492,0.552846,1
batter,22985,2023,978,0.533742,1
batter,22985,2024,2232,0.521505,0
batter,22985,2025,3643,0.497941,0
batter,22986,2020,96,0.635417,0
batter,22986,2021,365,0.580822,1
batter,22986,2022,571,0.556918,0
batter,22986,2023,663,0.550528,1
batter,22986,2024,809,0.548826,1
batter,22995,2022,70,0.7,1
batter,23000,2020,23,0.695652,0
batter,23000,2021,33,0.636364,1
batter,23000,2022,48,0.645833,1
batter,23000,2023,81,0.679012,1
batter,23000,2024,98,0.673469,1
batter,23001,2020,22,0.818182,1
batter,23001,2021,52,0.673077,1
batter,23001,2022,636,0.52044,1
batter,23001,2023,1165,0.498712,0
batter,23004,2020,307,0.550489,0
batter,23008,2022,25,0.64,1
batter,23022,2020,254,0.610236,0
batter,23022,2021,1268,0.557571,1
batter,23022,2023,1418,0.549365,0
batter,23022,2024,2040,0.540686,1
batter,23022,2025,3487,0.520792,1
batter,23028,2020,30,0.7,1
batter,23028,2021,482,0.593361,0
batter,23034,2020,378,0.57672,1
batter,23034,2021,835,0.537725,0
batter,23034,2022,1078,0.540816,1
batter,23034,2023,1249,0.567654,0
batter,23040,2020,1419,0.533474,1
batter,23040,2021,2491,0.538338,0
batter,23040,2022,3969,0.534392,1
batter,23040,2023,5022,0.52051,0
batter,23040,2024,5809,0.51644,1
batter,23040,2025,6560,0.512348,1
batter,23045,2020,1861,0.5669,1
batter,23045,2021,3767,0.557207,0
batter,23045,2022,4605,0.559392,1
batter,23045,2023,4859,0.554847,1
batter,23045,2024,5300,0.550377,1
batter,23049,2020,50,0.7,0
batter,23064,2020,95,0.673684,0
batter,23064,2021,101,0.653465,1
batter,23064,2022,236,0.618644,1
batter,23064,2023,376,0.609043,1
batter,23064,2024,483,0.571429,0
batter,23064,2025,724,0.548343,1
batter,23068,2022,10,0.6,1
batter,23068,2023,36,0.638889,0
batter,23080,2020,2226,0.590746,1
batter,23080,2021,3911,0.569164,1
batter,23080,2022,5226,0.563337,0
batter,23089,2020,744,0.52957,1
batter,23089,2021,2430,0.537037,1
batter,23089,2022,3176,0.523929,0
batter,23089,2023,3580,0.531844,1
batter,23089,2024,4277,0.52607,0
batter,23089,2025,4353,0.527452,1
batter,23095,2021,77,0.61039,1
batter,23108,2020,96,0.71875,1
batter,23108,2021,480,0.55,1
batter,23108,2022,933,0.519829,0
batter,23108,2023,1041,0.532181,1
batter,23111,2020,77,0.727273,1
batter,23113,2020,891,0.523008,0
batter,23113,2021,3050,0.526885,1
batter,23113,2022,5275,0.528531,1
batter,23113,2023,7385,0.519296,0
batter,23113,2024,8172,0.515174,0
batter,23113,2025,8801,0.51301,1
batter,23116,2020,135,0.666667,1
batter,23116,2021,361,0.595568,1
batter,23116,2022,633,0.587678,1
batter,23116,2023,712,0.585674,0
batter,23116,2024,870,0.571264,1
batter,23116,2025,973,0.55704,0
batter,23121,2020,79,0.670886,0
batter,23132,2020,53,0.716981,1
batter,23132,2021,94,0.595745,1
batter,23132,2022,241,0.609959,1
batter,23132,2023,319,0.642633,1
batter,23132,2024,336,0.633929,0
batter,23134,2020,170,0.694118,1
batter,23134,2022,1136,0.517606,1
batter,23134,2023,3055,0.502455,0
batter,23134,2024,4194,0.505961,1
batter,23134,2025,6042,0.495697,1
batter,23138,2020,36,0.555556,1
batter,23138,2021,54,0.518519,1
batter,23138,2022,93,0.591398,0
batter,23138,2023,150,0.646667,1
batter,23143,2020,519,0.574181,1
batter,23143,2022,665,0.545865,0
batter,23143,2023,876,0.539954,0
batter,23143,2024,1215,0.529218,1
batter,23143,2025,1564,0.519182,0
batter,23144,2022,127,0.637795,1
batter,23144,2023,405,0.669136,0
batter,23144,2024,489,0.646217,0
batter,23146,2020,120,0.725,1
batter,23146,2021,146,0.671233,0
batter,23146,2022,270,0.618519,0
batter,23146,2023,324,0.645062,1
batter,23147,2021,98,0.653061,0
batter,23147,2022,200,0.71,0
batter,23147,2024,229,0.655022,1
batter,23147,2025,262,0.625954,1
batter,23153,2020,230,0.621739,1
batter,23153,2021,628,0.611465,1
batter,23153,2022,931,0.626208,0
batter,23179,2022,179,0.670391,0
batter,23179,2023,751,0.608522,1
batter,23179,2024,1068,0.588951,1
batter,23179,2025,1110,0.586486,0
batter,23180,2021,0,,1
batter,23180,2022,85,0.705882,1
batter,23180,2023,93,0.677419,1
batter,23186,2020,94,0.691489,1
batter,23186,2023,348,0.692529,1
batter,23186,2024,760,0.578947,1
batter,23186,2025,883,0.560589,1
batter,23187,2022,43,0.627907,1
batter,23187,2023,46,0.652174,1
batter,23188,2020,558,0.564516,1
batter,23188,2022,1143,0.529309,0
batter,23188,2023,1540,0.537013,1
batter,23188,2024,2248,0.516014,1
batter,23188,2025,2380,0.517227,1
batter,23189,2020,14,0.714286,1
batter,23193,2020,544,0.566176,1
batter,23193,2021,811,0.563502,1
batter,23193,2022,1435,0.538676,0
batter,23193,2023,1494,0.546185,1
batter,23193,2024,1770,0.546893,1
batter,23193,2025,1848,0.542749,1
batter,23195,2020,69,0.608696,1
batter,23195,2021,114,0.587719,0
batter,23195,2022,413,0.559322,0
batter,23195,2023,1059,0.533522,1
batter,23195,2024,2306,0.518213,0
batter,23195,2025,3039,0.515959,1
batter,23197,2021,244,0.5,1
batter,23197,2022,1532,0.535248,1
batter,23197,2023,2588,0.506955,0
batter,23197,2024,3254,0.496927,1
batter,23197,2025,4200,0.502143,0
batter,23200,2020,50,0.72,1
batter,23200,2021,79,0.696203,1
batter,23200,2022,160,0.6,0
batter,23205,2020,34,0.823529,1
batter,23205,2022,50,0.74,1
batter,23205,2023,112,0.776786,0
batter,23205,2024,140,0.7,0
batter,23205,2025,206,0.606796,0
batter,23212,2020,104,0.701923,1
batter,23212,2022,129,0.689922,1
batter,23212,2023,230,0.708696,1
batter,23225,2023,3,0.333333,1
batter,23227,2020,148,0.635135,1
batter,23227,2022,218,0.665138,1
batter,23227,2023,817,0.709914,1
batter,23227,2024,1200,0.651667,0
batter,23228,2021,41,0.658537,1
batter,23234,2020,418,0.686603,1
batter,23234,2023,826,0.698547,0
batter,23234,2024,1124,0.640569,1
batter,23234,2025,1428,0.607843,1
batter,23241,2020,74,0.72973,1
batter,23241,2022,84,0.714286,1
batter,23241,2023,288,0.65625,0
batter,23241,2024,453,0.578366,0
batter,23242,2020,61,0.754098,1
batter,23242,2021,155,0.716129,1
batter,23242,2022,298,0.701342,1
batter,23243,2020,148,0.662162,1
batter,23243,2021,622,0.553055,1
batter,23243,2022,719,0.582754,1
batter,23243,2023,906,0.580574,0
batter,23243,2024,1915,0.542559,0
batter,23243,2025,2926,0.533151,0
batter,23244,2020,193,0.611399,1
batter,23244,2021,761,0.575558,1
batter,23244,2022,1703,0.527892,1
batter,23244,2023,2343,0.53265,0
batter,23244,2024,2543,0.529689,0
batter,23250,2020,1,0.0,1
batter,23252,2020,3,0.666667,1
batter,23252,2021,21,0.619048,0
batter,23253,2020,18,0.777778,0
batter,23253,2021,227,0.54185,0
batter,23253,2022,238,0.554622,1
batter,23262,2020,52,0.730769,1
batter,23263,2022,32,0.6875,1
batter,23263,2023,61,0.622951,1
batter,23263,2024,93,0.612903,0
batter,23264,2022,54,0.685185,1
batter,23264,2023,177,0.60452,1
batter,23264,2024,284,0.609155,1
batter,23264,2025,372,0.591398,0
batter,23266,2021,25,0.68,1
batter,23266,2022,37,0.702703,1
batter,23274,2022,65,0.769231,1
batter,23274,2023,242,0.586777,1
batter,23274,2024,919,0.527748,0
batter,23274,2025,1862,0.503759,1
batter,23281,2020,1404,0.52208,1
batter,23281,2021,3597,0.530442,1
batter,23281,2022,6142,0.5324,0
batter,23281,2023,8334,0.526158,0
batter,23281,2024,10682,0.516289,0
batter,23281,2025,12851,0.509688,1
batter,23282,2020,2344,0.540956,1
batter,23282,2021,4652,0.543422,1
batter,23282,2022,6800,0.538382,0
batter,23282,2023,9115,0.5322,1
batter,23282,2024,10589,0.524884,1
batter,23290,2022,87,0.701149,1
batter,23290,2023,390,0.617949,0
batter,23290,2024,556,0.591727,1
batter,23298,2020,152,0.638158,1
batter,23298,2021,171,0.625731,0
batter,23298,2022,804,0.524876,1
batter,23298,2023,888,0.542793,1
batter,23298,2024,1540,0.527273,0
batter,23298,2025,2015,0.533002,1
batter,23299,2020,228,0.618421,1
batter,23299,2021,280,0.596429,0
batter,23300,2020,53,0.641509,1
batter,23300,2022,122,0.52459,1
batter,23300,2023,634,0.528391,1
batter,23300,2024,829,0.512666,0
batter,23309,2022,17,0.705882,1
batter,23317,2021,54,0.592593,1
batter,23318,2020,922,0.534707,1
batter,23318,2021,1407,0.540867,1
batter,23318,2022,1470,0.543537,1
batter,23318,2023,2344,0.531143,0
batter,23318,2024,3780,0.521958,1
batter,23318,2025,5598,0.509289,1
batter,23319,2020,51,0.705882,1
batter,23319,2021,544,0.538603,0
batter,23319,2022,2437,0.501847,0
batter,23319,2023,4707,0.497769,1
batter,23319,2024,6838,0.496198,0
batter,23319,2025,9244,0.490372,1
batter,23321,2020,271,0.571956,1
batter,23321,2021,820,0.545122,1
batter,23321,2022,1625,0.536615,0
batter,23321,2023,1900,0.531579,1
batter,23321,2024,1952,0.529713,1
batter,23329,2021,36,0.444444,1
batter,23329,2022,83,0.626506,1
batter,23330,2022,464,0.579741,1
batter,23330,2023,661,0.629349,0
batter,23330,2024,920,0.588043,1
batter,23330,2025,975,0.589744,0
batter,23341,2023,206,0.645631,1
batter,23341,2024,250,0.596,1
batter,23346,2020,10,0.7,1
batter,23347,2020,859,0.542491,1
batter,23348,2020,1967,0.560752,1
batter,23348,2021,4136,0.536509,0
batter,23348,2022,5856,0.530225,0
batter,23348,2023,7972,0.524335,0
batter,23349,2020,200,0.61,1
batter,23349,2021,285,0.568421,0
batter,23349,2022,1157,0.53414,1
batter,23349,2023,1810,0.537017,1
batter,23349,2024,2058,0.526725,0
batter,23349,2025,3186,0.50565,0
batter,23352,2020,6,0.666667,1
batter,23357,2020,54,0.592593,0
batter,23358,2022,90,0.655556,0
batter,23366,2022,82,0.743902,1
batter,23367,2021,29,0.586207,1
batter,23367,2022,140,0.571429,1
batter,23367,2023,427,0.594848,1
batter,23367,2024,1363,0.546588,1
batter,23367,2025,1662,0.530686,1
batter,23373,2020,3,1.0,1
batter,23377,2020,3,0.333333,1
batter,23380,2020,5,1.0,0
batter,23387,2021,9,0.222222,1
batter,23387,2023,24,0.416667,0
batter,23388,2020,49,0.673469,1
batter,23395,2020,18,0.722222,1
batter,23395,2021,48,0.6875,1
batter,23395,2022,78,0.705128,1
batter,23395,2023,141,0.702128,1
batter,23395,2024,180,0.65,1
batter,23396,2020,25,0.52,1
batter,23396,2023,104,0.673077,1
batter,23396,2024,670,0.535821,1
batter,23396,2025,933,0.510182,0
batter,23401,2022,33,0.818182,1
batter,23404,2020,2318,0.577653,1
batter,23405,2022,42,0.690476,1
batter,23405,2023,181,0.657459,1
batter,23405,2024,556,0.55036,0
batter,23405,2025,1181,0.524979,1
batter,23407,2020,34,0.676471,1
batter,23407,2021,135,0.533333,1
batter,23407,2022,252,0.563492,1
batter,23407,2023,640,0.5625,0
batter,23407,2024,1031,0.542192,0
batter,23407,2025,1169,0.538067,0
batter,23408,2020,1082,0.550832,1
batter,23408,2021,1681,0.54075,1
batter,23408,2022,1945,0.547044,1
batter,23410,2020,2465,0.574037,0
batter,23410,2021,4897,0.56116,1
batter,23410,2022,6604,0.549667,1
batter,23413,2020,2182,0.574702,1
batter,23413,2021,4733,0.558631,0
batter,23413,2025,7432,0.530274,1
batter,23418,2020,1006,0.707753,1
batter,23418,2021,1440,0.656944,0
batter,23418,2025,1443,0.656272,1
batter,23420,2020,2185,0.507551,0
batter,23420,2021,4545,0.491969,0
batter,23420,2022,6807,0.499486,1
batter,23420,2023,9081,0.500606,0
batter,23420,2024,11231,0.507969,0
batter,23420,2025,13418,0.509018,1
batter,23425,2020,191,0.712042,1
batter,23425,2022,524,0.719466,1
batter,23425,2023,1579,0.71121,1
batter,23425,2024,2399,0.629012,1
batter,23427,2020,259,0.598456,0
batter,23427,2021,1297,0.59522,1
batter,23427,2022,2839,0.586826,0
batter,23427,2023,4124,0.573957,1
batter,23427,2024,5014,0.567611,0
batter,23427,2025,5276,0.56141,1
batter,23429,2025,5,0.2,1
batter,23430,2020,71,0.746479,0
batter,23430,2022,703,0.679943,0
batter,23430,2023,1947,0.650745,0
batter,23430,2024,2613,0.608879,1
batter,23430,2025,3980,0.55603,1
batter,23432,2021,41,0.463415,0
batter,23432,2022,203,0.640394,1
batter,23433,2022,790,0.627848,0
batter,23433,2023,2356,0.521222,1
batter,23433,2024,4395,0.527418,1
batter,23433,2025,5856,0.528176,0
batter,23435,2020,58,0.672414,1
batter,23435,2021,182,0.648352,1
batter,23435,2023,294,0.680272,0
batter,23436,2020,256,0.617188,1
batter,23436,2022,773,0.525226,0
batter,23436,2023,999,0.555556,0
batter,23436,2024,1142,0.545534,0
batter,23436,2025,1348,0.537092,1
batter,23442,2020,164,0.72561,0
batter,23442,2021,442,0.647059,1
batter,23442,2022,734,0.663488,1
batter,23442,2023,1475,0.601356,1
batter,23442,2024,2058,0.571429,0
batter,23442,2025,2147,0.565906,1
batter,23443,2020,2201,0.575193,1
batter,23443,2021,3878,0.541258,0
batter,23443,2022,5843,0.53363,1
batter,23443,2023,7768,0.532183,0
batter,23443,2024,9668,0.527203,1
batter,23443,2025,11347,0.518022,1
batter,23444,2020,210,0.695238,1
batter,23444,2021,330,0.660606,1
batter,23444,2022,1486,0.549798,0
batter,23444,2023,1743,0.541595,1
batter,23444,2024,1843,0.538253,1
batter,23444,2025,1945,0.531105,1
batter,23448,2020,11,0.818182,1
batter,23450,2020,28,0.821429,1
batter,23452,2020,104,0.615385,0
batter,23452,2021,488,0.604508,0
batter,23452,2022,1252,0.547125,1
batter,23452,2023,1262,0.549128,1
batter,23452,2024,1285,0.545525,1
batter,23452,2025,2200,0.530455,0
batter,23455,2020,1,1.0,1
batter,23463,2020,163,0.576687,1
batter,23463,2021,711,0.562588,0
batter,23463,2022,810,0.559259,1
batter,23463,2023,1662,0.531889,0
batter,23463,2024,2026,0.515301,0
batter,23463,2025,2520,0.515476,0
batter,23464,2020,259,0.621622,1
batter,23464,2021,1835,0.543324,1
batter,23464,2022,2910,0.524742,1
batter,23464,2023,3815,0.519266,0
batter,23464,2024,4130,0.515496,1
batter,23464,2025,4685,0.509712,0
batter,23465,2020,829,0.579011,1
batter,23465,2021,2893,0.536813,1
batter,23465,2022,4895,0.528498,0
batter,23465,2023,6658,0.524332,1
batter,23465,2024,7984,0.520165,1
batter,23465,2025,8147,0.520191,1
batter,23466,2021,12,0.583333,1
batter,23466,2022,95,0.631579,1
batter,23466,2023,890,0.52809,0
batter,23466,2024,1809,0.529022,1
batter,23466,2025,1980,0.528283,0
batter,23467,2020,313,0.603834,1
batter,23469,2020,119,0.689076,1
batter,23470,2022,179,0.614525,1
batter,23470,2023,298,0.543624,1
batter,23470,2024,357,0.529412,1
batter,23470,2025,490,0.508163,0
batter,23471,2020,1947,0.59322,0
